id_number,Ox,Oy,Dx,Dy,last_departure_time,matched,driver,waiting
65001,13459.39550050781,-12771.84342215279,-4940.114138542322,3657.397416768654,5471.024424458592,,,
65002,-21715.115235114812,9933.932137273398,-7742.579377083897,-9014.751610764893,4307.890502880517,,,
65003,-3708.9857772363903,21729.70618795944,16867.34413527514,14063.855276399721,10881.951193635621,,,
65004,-2179.670588249781,504.44981765124976,12895.471594471921,-13244.403404990075,2330.4429421426303,,,
65005,-15530.885899600595,12049.031991131124,-12372.161747229637,-14925.565112935945,7498.136854248684,,,
65006,-10501.84371370529,12058.543223237386,-8307.93389400356,-8629.653028454166,9770.290611531962,1,63330,5.657492058890057
65007,20002.22463825543,11910.927587177473,-14011.792469678508,13282.729352176822,9742.719321707309,,,
65008,20773.456604981475,1398.937714562726,9732.384976179615,7416.857205331729,6485.699173994068,1,61858,6.396724973293203
65009,-3107.956345126622,-1436.2414130216494,-20507.551711063847,-1834.0195366580701,8972.867637543997,,,
65010,-7381.605280794272,-19307.059360814572,-13289.146860625833,18717.485745596176,6822.7753478181085,,,
65011,-5042.773498536186,18378.83175412484,8701.744026266344,15367.747031815452,2044.4970792155186,1,63246,288.3827938370448
65012,-21758.282075075604,7876.961517360178,19332.340247232263,-7304.0316211132595,10776.083979865974,1,63688,3.2115683751835604
65013,5308.496924866868,11881.959998988052,-15793.430968377976,9887.465044251468,2492.5590372477886,1,61864,733.4113206695026
65014,7742.830333793772,3419.790762034092,-13676.484433289737,-14741.248933349749,1395.0140735286602,,,
65015,-3603.0297145061777,23912.859285781684,10895.124657475244,15275.542926269889,10326.007775942144,,,
65016,-22360.720421977898,3676.8382677113623,-3515.9854162073134,1212.014887768757,8093.934127434204,1,64000,297.1596316569303
65017,-4508.006260946186,-9209.783265785016,3768.5802200125945,-15770.22241741296,1597.3665375985697,,,
65018,-6122.882051813849,23265.81037077018,-16821.396651957933,-7731.8787579873315,4570.749056013224,1,64263,2.1420692894366766
65019,9161.829995505272,-12677.51505398042,-4419.299448726833,-12793.233614995375,3577.860402322305,1,63087,40.83335032624154
65020,-8615.776462785729,-9999.446446147047,9651.98363393767,-3630.848991019193,3234.367958835969,1,63972,14.868224320094669
65021,9251.465196783683,-22280.335822622164,-17620.881537028883,-15587.017089409212,7421.227188395798,1,64203,14.679066295775556
65022,-14388.055668890831,-7617.796069356318,-4116.556341616175,-21105.505650941166,5423.224608613962,,,
65023,22043.4875281727,7828.549683823498,-20243.54657515696,-14444.035877680933,10581.731736749189,,,
65024,5339.183803005239,-12416.591085557317,-13560.032448307229,-7512.582384276302,6193.87185396889,1,63701,52.20710523807429
65025,3641.1099000244867,4450.008534836608,13497.201785843907,-3976.8448336458096,3758.2524974621556,1,64031,44.485632891239675
65026,3234.5902626675015,-7133.997962713824,16441.550186289816,-3812.117289787857,7852.985461757966,1,63159,22.86454271335151
65027,-5502.197230725891,19966.345007623488,-18675.60263299525,-16595.8974240462,8462.217692878743,,,
65028,979.5377007797797,2652.821459586412,1673.3916342394623,-8703.589658146393,1452.65245071593,,,
65029,12262.847985891924,3534.9241672435237,-9475.168668997552,-5180.184311939916,5369.428345598922,1,64242,159.63827144156312
65030,988.6427114813341,3775.2884966631427,-11936.520619024677,-11433.916523740278,2810.159657090653,,,
65031,2363.269976740663,20557.683531275914,-10347.742831365626,7626.467191751741,5513.395845838335,1,62779,513.7685258980737
65032,-12840.966250089514,-3299.1846933527486,-11429.96404122913,11305.338984854265,9350.402645767455,,,
65033,20376.06249086334,-13253.02641561255,3844.8827080306655,3291.691153983713,10887.907623966592,,,
65034,-375.42986684848074,9957.130802223131,-11711.16079010458,-16192.373181244651,11942.52780233609,,,
65035,-17139.16357019233,-12853.135570865843,-2130.9536415845323,836.8577817960286,11674.354456653615,1,63366,2.9326900856376596
65036,-16160.904184117431,-18290.09545459378,-11095.457484304234,9074.185879839628,8263.615747166463,,,
65037,2867.6844292368114,-10392.454743029688,-3830.1073893186876,-2039.301880275907,6314.235451648709,1,61788,8.610107919000257
65038,8339.432172729452,-16425.483424492544,-7316.647933581542,-9967.920265570241,4739.5484889365,1,61171,0.08676722232030443
65039,14407.178768755395,-10635.189802701472,1651.2522985693722,8301.815841257405,1856.9850126119718,1,61931,301.3727301187829
65040,-10357.217720203376,10054.815996645935,4195.075583451508,22241.42765856356,9288.090822040373,,,
65041,-23531.77560219056,230.42229970534754,-6964.574726800249,21061.9335639142,8401.170265101948,,,
65042,14277.182969490474,-9967.421019373889,11487.782729476778,-14543.373489287736,10879.223020650503,1,64660,434.49552272790424
65043,-16095.43149867172,-12616.625811245247,7982.594788160262,-10248.9475626188,2982.0340837442927,1,64856,33.05349841543489
65044,23664.457433270814,-4023.2814112042433,15713.165934826546,2291.141036606725,6888.217250351863,1,63219,83.37760619371511
65045,13264.75863639445,5421.272005229148,-7754.34867779307,2587.082700314564,3471.781610233287,,,
65046,17123.897582196638,7174.379953976677,13498.68703421967,473.4015824395028,2715.735223064572,1,61925,24.462603481791348
65047,-5392.110974770923,8291.719751120094,10702.056555716095,18050.842054536144,2399.265675526041,,,
65048,-8957.84578930695,8876.540138742268,2720.3742000732054,-9153.030727498412,4708.790038908455,,,
65049,12072.79407605173,15804.397614480964,5664.123697622046,-10979.35514507291,4364.487225350116,1,61991,29.598671843534248
65050,-9630.188101187941,6069.937533669006,7149.892320000985,-12068.014343549927,8118.251548573729,,,
65051,1747.3799943496233,-8019.956651956782,-3327.7328980063976,24713.481761559255,8980.203548447622,,,
65052,-11886.850318359138,-18019.21377652642,7486.985315400401,-887.2213258776392,11924.422757531265,1,64429,3.844107918172085
65053,11490.614827345846,11336.13174941807,-23146.54677963819,-8044.180814910389,8556.670178329205,,,
65054,-17576.04091767128,2883.4229022252475,-10939.244229507356,-4759.545439742069,2715.0928876761623,1,64936,236.75760140100851
65055,-1647.5468340162843,17502.155700976684,3700.420820491101,13589.885023618539,7241.503423003514,1,64520,19.276090707908224
65056,-7375.196291415705,17437.530354694078,14658.665669339796,12848.13317452852,6256.41187197254,1,61105,390.9658647663373
65057,-1375.8412531980503,1762.642048733902,-3198.4243990427167,9376.383459387253,1405.6231414527736,,,
65058,-5857.058366770441,22252.57263924795,-17980.471726044816,4483.249334945933,11417.342726710624,,,
65059,-17423.004252506376,-12435.239680926341,11935.886516827151,2218.334430644063,11012.419958507684,,,
65060,-15364.020219456464,7982.058284493112,7204.0474958873565,-23039.783507909262,6444.441589330713,,,
65061,11706.838455750702,12036.9297309803,-6226.882160034984,-16630.138530285585,8352.509349647484,,,
65062,13354.648851665283,9221.511894050578,10002.369459715148,-19294.834570883897,5629.293614767407,,,
65063,-1839.0686171967245,-23663.94724598438,20941.26930242819,5388.861046688999,7854.294445254856,,,
65064,-5990.210904836207,-13943.053223899244,-18982.879325332637,-9423.52597953186,5664.418631068298,,,
65065,-17933.57176028996,-15003.94283659432,5006.098090413612,-3459.43494967854,7075.417039834297,,,
65066,-12187.815716769073,16001.758184056569,-23792.476977641487,-465.8050221498961,11420.526809500574,,,
65067,-6107.041359981136,23046.312810220486,9718.365762929578,-20145.213919223843,4218.082006191888,,,
65068,2599.0373023661195,20162.501599256902,8243.109516239514,8237.644315038808,11772.859529997713,1,62205,41.326160265798535
65069,5755.497042981457,-14617.201414009629,-1738.0250856301755,8435.568155678666,9602.975574017113,1,62613,24.73943451188461
65070,10232.840106793243,-4569.5091463082135,-17910.304414109436,10614.698093336345,9447.981211125687,,,
65071,-6340.39242304974,2944.6152190558896,-19750.70887665248,13536.534306622518,5223.722320561212,,,
65072,19450.119952318557,-7909.691101906246,19797.85915917535,14800.657611026603,1715.736940814556,,,
65073,-5247.541892078967,7845.424535592494,-20278.753934604116,7282.139402052679,6827.871753729962,,,
65074,22106.294598642125,-11320.653203523385,-8901.334156866707,4091.31138472784,1738.0288997816483,,,
65075,9541.320959947538,-1228.5812861041595,2895.5786005661903,8365.069053338448,3182.0682551773357,,,
65076,3885.275866792297,5120.565381830205,-333.66766529527376,-2393.2787345654797,10851.90722804204,1,61006,3.0313614991773647
65077,-18430.093705100124,14650.953444996048,-3303.847812460768,24638.522292129688,5906.8979843099105,,,
65078,-8480.160965640578,-19559.955392626405,-333.0032938887016,-11105.431112201053,3043.8576783184712,1,64969,491.45163468391956
65079,-9139.491882226164,-8858.340128461823,-5830.201933419881,-4966.55905548784,2435.0379852096557,1,63359,33.347573703127864
65080,1368.498495687887,-1088.9734565834806,1210.4964002657434,17141.500765896693,3791.460312644008,,,
65081,19342.19828479046,-2186.0858346626337,16152.978637503533,18439.99584776265,3672.4768623879236,,,
65082,-2381.284139473966,2090.170237021961,-6972.572768601498,-8669.268560752675,9937.076073543372,,,
65083,15397.671949735617,-6073.672132192965,13479.286484629956,16364.319413147663,7490.001595159552,1,61420,17.17384208636031
65084,13994.65043083678,-2137.5085336152624,11667.80004872958,-10049.039347483624,1607.4911555348683,,,
65085,8146.679347014928,-18560.85419116579,14610.108795381508,14231.169240819429,2285.600572397037,,,
65086,-8551.778193670849,-11006.828393965157,9820.212716013033,-11544.948214250644,7011.6027238640945,,,
65087,-15517.968366960105,11563.79635814407,4612.681452783119,12407.071356157212,10235.947035238485,1,62136,11.01454752555037
65088,23836.189913042064,-1247.6590027509992,579.4671412230709,1037.1402470485918,8138.345180135662,,,
65089,-20915.547308992987,7857.247679620086,-1648.052399346776,12561.4775673388,8038.016299254159,1,62665,12.920043943682685
65090,-11860.203981654904,-17083.5617681728,1835.165434819064,-21634.845695588694,6772.706903208793,,,
65091,-19466.636464369934,-12328.014778281531,1394.5338353086045,16501.923607463556,4791.526416736722,,,
65092,11888.788698375422,-4550.806608731873,10193.633560689916,14027.45238551304,5531.48715739133,1,63875,157.37569325600452
65093,-10059.674032681209,7586.741076196955,9568.082399285006,8866.600919017561,9052.126533289987,,,
65094,-5110.2225646375555,2654.9160447536597,-4765.739955858266,3112.9345497171125,9268.042055598413,1,61385,7.083280975028174
65095,-12948.09616156838,19769.692352233273,696.2422565637498,-20741.44441115206,9840.621590822393,,,
65096,22591.710788911965,-1511.0875520582704,10659.6794096234,6375.5607859037045,10808.233169679315,,,
65097,-12112.794274841704,20860.29522955892,-15940.129186293783,8537.37325828636,7670.53905648293,1,64114,437.07179662970975
65098,2686.180167929746,-15986.58417619732,-20512.55693248986,12900.485404126404,9823.319035082943,,,
65099,6974.213839413009,-9810.228196325888,-2564.3440906223404,-5794.101295842451,10618.071575444545,1,62312,17.05579207422852
65100,8475.606239816829,4593.069952264901,-19373.68784356778,6448.440881695798,3258.765097848287,,,
65101,-221.65821312633489,12302.012679235413,-8482.546212004767,-5806.876268472999,3681.3258376432277,1,61510,34.78026440510348
65102,5516.494708109785,-17661.082987804875,-6271.694953719525,21025.759899432567,1214.3456714831268,,,
65103,7486.188499943946,-3010.261528711224,18096.59240344156,-884.0416838919045,7082.283977962315,1,61099,46.23565287650035
65104,307.6592862985053,-3349.4874995697573,5928.295949849562,-6979.520262900442,10625.747017003772,1,64206,64.30836662534966
65105,873.3581819536812,-18317.249273958663,13418.635733364012,11725.135353034973,5154.645240120632,1,61642,21.170914587545212
65106,17223.988589964036,6120.641469917093,1836.5622640990296,1745.54543334361,3661.0320028556457,1,63952,40.28168046848532
65107,-16168.745333892537,13495.183250123278,-11676.205626082487,21412.473528573864,9533.855983872689,,,
65108,13550.250475752502,3477.1218934884273,-5705.8841164400255,-4503.602226660947,5367.593438773971,1,64681,248.9600305963395
65109,1805.1157951608984,-17414.952024793816,7953.1363112093895,3108.756097624082,2120.7983702929982,1,64438,51.510575871900414
65110,10653.367269407907,22244.441943319485,-21625.57065263337,-2954.891386295967,3325.9871681924046,,,
65111,-4237.337411605204,-6255.294052027421,-5755.671625248593,23903.826125495318,11222.346816887915,,,
65112,3544.454602825146,10576.101447316636,-1266.4428732678352,24553.123055067925,3923.7124794509014,,,
65113,-5959.402018309247,-10764.269855195158,5857.280004155229,-20960.068659676766,1557.5782333295417,,,
65114,-907.5123017040678,-1786.6962128651503,20508.03605217469,-11530.885942079327,4467.47556625028,,,
65115,21378.379326190283,-8391.907404851645,10399.595959911436,14898.806658530964,2688.3418880203,,,
65116,-9021.682064322955,-11177.789133763661,14346.522820931401,-2484.5382502826433,1908.613541266548,,,
65117,1132.2463638135887,-15395.500248346456,-23128.39321893233,-1650.6407163623226,3687.1707597066193,,,
65118,-9994.21201097056,-17275.732709056607,3440.979031443425,-23064.802567327846,2048.835636853165,,,
65119,13431.560794010977,-4980.293273288655,12847.927873420675,-7574.642209099115,10581.027701280225,1,64722,31.072644636560653
65120,12051.493876120585,7679.8162263202175,-23600.131527285474,8193.03008548513,9553.73684263327,,,
65121,3339.2750585450776,-4589.477238672585,11034.398508488513,16080.777203740283,8995.471485914753,1,62630,461.5192525805596
65122,10182.379460387056,2768.1686844501273,-13544.282581610618,20455.168817418664,5404.978476052862,,,
65123,-1454.29403268631,14582.77733081398,-18274.741914101007,-1813.9883073735837,4671.43488143277,1,62472,48.0822682547423
65124,-6589.128498801983,-20301.118543342534,-12146.954153247614,-12488.521703429,9428.136374796515,1,61914,30.869062739267974
65125,10751.451356885133,-19155.304867338342,3343.819696202081,10798.489571580147,9936.873551237619,1,62943,648.2342898230381
65126,16886.433301880454,9086.020125950163,-22366.170309925332,-5991.734872604637,11697.97047664527,,,
65127,18380.525262199226,7790.6172071541805,-18117.76444956565,15000.776386994949,5404.2737751557615,,,
65128,18394.288027491886,15945.02445680437,9533.792941132888,-9389.23398139646,7908.386681534862,,,
65129,-18130.305370153754,2369.0482372900005,-5534.402993320102,7618.980496773958,10347.220459903667,,,
65130,-8423.880554641022,6393.449142209469,-17583.243277630005,11918.454729490171,11591.013849894392,,,
65131,-9293.747091396459,-6238.2677453763245,-2237.765851818858,6732.376583079331,10362.771154349099,1,64452,5.70516046042394
65132,24588.21023787102,2819.975703085809,-3306.655640244593,-24029.11707100453,4438.930763449554,,,
65133,-11558.85692276995,-7671.7053828977805,-19654.49054364836,-12139.009223391795,1260.3062297124895,,,
65134,23891.478727617607,-3454.956930116983,-22841.670118798822,5673.915154957798,10611.528123628299,,,
65135,-21343.15375386591,9409.410366779273,12420.012992578464,-10632.192618286623,3256.264474402628,,,
65136,-21506.091913936387,6977.60997226094,5280.930915225417,-21036.066350238365,2835.824676716202,,,
65137,-2531.228022323521,8695.000910067676,5975.672112633056,-21802.21288769701,3672.057104123297,,,
65138,14856.373260371118,-14931.50045183882,-10481.359097135317,-9483.443344811609,5786.374446476003,1,61706,5.042896350418232
65139,-14284.039998047743,185.55431799198777,-2710.289763810004,17018.42803142868,9231.346237400481,,,
65140,6026.745367572421,-12837.954416220826,-18084.9073169188,12283.990260674575,2425.990742688611,,,
65141,-23080.8205242527,-4211.2621566049675,12990.411272659796,14131.008529060018,11726.902004719173,,,
65142,23857.490413164356,-5463.854003903511,-22919.98335240963,3303.0003091081053,3755.271943652413,,,
65143,11269.610088318768,-10135.25310956414,1914.6419230884821,-1777.145438409385,4808.92553473744,1,62688,120.15848200479468
65144,-18659.568475162276,-6851.944457996196,14727.030637972493,858.0065575140579,6567.33994298034,,,
65145,-3123.5295789232296,8475.884029671855,-11519.004377459945,-11408.813991306799,10923.197498889156,1,61182,41.087768899145885
65146,6335.352587476489,15219.285007727893,4330.9969743579095,-23936.059929029856,8962.473318615639,,,
65147,21134.567716323058,-208.8589942072067,-6025.578322226931,16196.01153149936,9870.593620805033,1,64687,514.883626892055
65148,23030.518252673457,3604.971652429562,5682.846513365519,-15440.61667800083,5466.11513542536,,,
65149,21069.934005063835,13055.686392282048,-11520.013609083424,-1029.3231877359904,8787.864191120208,,,
65150,-5383.373372933918,23723.572995678558,-5850.6846691507635,-12281.783419742314,5528.444337463496,1,62221,51.90683741553403
