id_number,Ox,Oy,Dx,Dy,last_departure_time,matched,driver,waiting
7001,20151.05256947319,-5487.376376383985,7373.680817366228,-13274.312462031818,11875.64575813796,,,
7002,-10031.617121460018,-21881.33597312511,11531.200870392415,10395.770608834551,11641.1173510751,,,
7003,-3864.402987047095,-8226.11635066045,628.0944571109103,-9832.821141216586,4079.701428547202,1,4830,4.430307915283265
7004,-21984.094077275397,-9566.247774291674,-6733.149449916265,18828.439534584162,8716.9316253541,,,
7005,-7394.793838800622,-19979.247581115065,18155.014018800233,7933.695753081214,2522.811138518288,,,
7006,11533.485142786085,-22095.65011446916,17885.990704472548,14007.513572823176,6678.133446508934,,,
7007,-8938.75377137368,11824.746475795444,-13800.865495868797,7384.159960776822,8458.159984065389,1,5322,40.43639990117845
7008,13079.482017099428,-16909.69951168102,8331.519920414641,-8473.638550006563,4730.032957867371,1,4750,575.1154730457056
7009,-12754.345154811203,-18236.21768978819,18844.312936714006,280.72033444855697,1577.1798271699136,,,
7010,19267.0831826394,-4013.203436132022,7928.980467932168,-10944.440958328694,8812.302493339272,1,6342,46.41319911401661
7011,10057.547707730759,9311.12683235111,6657.3374899873525,-11081.448030762187,2007.3713048323266,,,
7012,4877.094268156834,8873.182582615555,-2584.994419100927,-19070.566676722992,5711.293966555444,1,5733,69.2995355886851
7013,15416.827522890191,-16635.08878338887,-14057.213511311622,20117.27309945872,7279.724955280639,,,
7014,4158.294201077428,-23477.87737317452,2942.1096605469866,9296.26956501988,8384.132155994757,,,
7015,-6842.2556032504035,-21172.73840674461,-5616.745687161274,15826.226153555755,8077.030420065722,,,
7016,8661.796973980156,-8399.39143083142,11887.126811757233,21513.98963918034,4668.247171747917,,,
7017,14516.504650957388,-11462.949520126574,-374.0924913574927,11993.144850250566,4453.831660441645,1,5718,10.789824628926453
7018,4039.8901059629025,4739.037658292695,-943.9753194446239,-23858.89585062717,8774.227541810294,,,
7019,-20519.75368017154,8789.597021729925,3108.3137320277056,14648.63620847158,7257.279634573915,,,
7020,2111.2895347876292,-12791.098897270309,-4577.286636620574,-24301.826343324145,2119.4913135154934,,,
7021,18584.37048166786,-11937.838390850426,17296.898551290193,-4133.951214688048,1601.4481775681375,,,
7022,-6983.683807302299,-23783.00756922049,4713.183074663513,22088.396308077237,4905.887919129827,,,
7023,13983.448395679537,-4752.342412800637,287.19335389688786,14808.431799149388,6432.502051487918,,,
7024,-7795.11404770349,-16519.517452510998,-8296.691627060449,609.1493714662538,9139.281970359429,1,4561,31.11113027463216
7025,14078.238390542268,11801.950427571406,17729.312541537336,-15888.520579773009,4475.868724395017,,,
7026,7955.862668367365,10680.155202835842,16100.357086700824,-5423.892689276581,2691.1696394593614,1,5625,34.113650217728264
7027,9886.533509669323,5061.519592932396,-8362.67589283055,13021.34777726011,3566.271230238095,1,4059,13.29748426525748
7028,-7284.310004582028,-5461.240051509918,-14477.192594955284,15697.161435246097,9048.263556158043,1,6061,14.86377841495596
7029,8584.415027925701,6415.164695853298,-19933.977524821945,-1112.4600281688,5944.5828189177,,,
7030,9150.59641569321,16196.982899530085,-17899.471304567,3864.2110445052385,11211.626090704598,,,
7031,9745.957693785997,-5686.660326663816,24397.122721495296,-2947.6954417743073,2737.0412769396235,,,
7032,-13762.298040224241,-12157.777776094259,23455.25687309895,-4847.863232967902,5250.328885970858,,,
7033,6263.353017325924,20046.811120808954,1981.7574048482784,1740.2087174782464,9177.716982972252,,,
7034,-13510.234533810682,19926.632078345625,-12204.821126126015,-5692.995988548173,6541.717456733743,,,
7035,-7992.865798401028,15695.246695825546,2830.646162595469,-22821.93826104018,6575.472290529087,,,
7036,112.10132469536256,1790.195427144652,12523.108655887452,-3088.225051677262,3796.301896267475,,,
7037,-19397.12992050682,-5946.477080443656,6121.359907813621,-1864.0042583876093,3063.1075809382883,1,4146,356.2685258404615
7038,9447.437268726513,-9982.652755589172,1530.4607078854278,21185.236158738582,7765.499374322654,,,
7039,4456.024965997141,5546.9215876810085,5915.623260921493,-16423.181023721667,1672.958888358004,,,
7040,-15737.9130147777,-4155.256508629529,-2015.758484355796,-14738.78258131513,10044.642514159514,1,6738,30.511409759912567
7041,-9343.141133687526,-13287.157325070642,-709.0446288030362,-22899.197694847684,9610.630766481307,,,
7042,-14645.351343200391,6350.1829121956,-5920.803574310103,-13223.602753244351,2869.6101206252633,1,4278,3.7701291918597235
7043,13493.197483607008,20194.56695021889,1101.2769522608105,-6019.275599114015,5298.883905922957,,,
7044,19591.565385854665,-5346.382394494885,9197.345064277382,-14025.45759160998,7484.304760836908,1,5213,293.68011448980724
