id_number,Ox,Oy,Dx,Dy,last_departure_time,matched,driver,waiting
37001,6715.3992006658555,-7698.130045726859,-1474.323461932141,14866.085425259203,7984.3224966575235,,,
37002,-11965.269106665144,18982.26200378743,-6334.816580255832,-23375.0571712202,7118.105423117722,,,
37003,17415.157833411344,-9314.490616675064,5672.683102869825,23706.015069723784,8458.139077861582,,,
37004,20711.35474137424,3090.592735783055,4486.147101227354,14645.114223877506,3192.433836615351,1,35689,45.14685747797898
37005,-2894.499762044499,-5367.61505318779,20031.793125637523,-5953.622541673514,1489.834062111128,,,
37006,16432.66967082517,-14893.988140786718,16118.037337322843,-3393.0058099165108,6196.91655899943,,,
37007,11570.749168826158,1006.390696509985,-17428.205480526223,-14279.521223435226,1287.575474715282,,,
37008,6772.889798445485,802.0104600934101,-21149.391830699926,-2569.588333324362,1436.0816940294421,,,
37009,5988.464056442983,-16127.230390449682,15164.790960869475,-7645.664910931671,4832.2703652179825,1,36566,184.69783091712907
37010,-2893.427543412574,-19406.14427508485,23696.13388657292,-6747.687077005161,8982.020079397145,1,33979,18.089132436950422
37011,-1446.7137686255082,-3160.214011181517,-7625.681378700454,-7362.329725914991,11508.589099951027,1,33987,23.328504464871003
37012,-6100.5194642777715,708.7968546549455,-18731.466056865633,-10634.794545982884,5133.437974097552,,,
37013,-10470.584088367457,-7266.959429805764,3499.7637714216326,-20428.359577913187,3255.8277219714705,,,
37014,21004.68670878937,-7198.115526331876,-18211.26293593055,-4040.1157521615532,9077.143292689012,1,34240,0.15202379663696775
37015,19876.28643911602,-7791.271975756554,5361.9086447966765,-1361.5390653236864,3589.5816194402228,1,36483,26.773667919260333
37016,19187.459267575912,8381.312880426864,-19689.833422197167,15378.898117511519,8956.380496580181,,,
37017,2966.130621987144,12909.829514470264,-13914.243556191048,8411.124883981916,6065.762182137538,,,
37018,-18099.240878920573,8725.68217730862,18584.242435064378,-8597.19265991154,6787.893086063538,,,
37019,15031.963161598265,-12052.749993260442,4777.35884413707,-17919.157561323533,3229.7155151460242,1,36977,23.500038290268094
37020,146.730254774513,-11780.151789588095,4616.386226118018,1380.0307206092693,3764.3674413976937,1,36487,15.31602831159671
37021,8148.342580123404,-3895.2842975541353,8555.862714557305,-12166.158815399242,8267.91001405894,,,
37022,-9967.249304690746,-10471.498897547726,-8640.586419272046,9922.296756873024,1573.8830580351796,,,
37023,-1776.7702794523611,-15625.102722587748,19192.772919201365,7852.294934855963,2706.455013541702,,,
37024,4835.152076997285,2068.3044962562526,13937.711861903976,20622.381783138262,7091.468789596986,,,
37025,-19402.58047226659,5051.73144576907,10765.51835958082,-868.8942162228668,8411.711461350696,1,34883,41.05221275747681
37026,10769.401293266048,-11285.913292102567,-3073.050779760506,13139.424949113512,9246.542809936338,1,34215,10.344125275039005
37027,2359.1471442805305,-23001.568727206366,-10565.199712540945,22035.08215181314,5526.650982701513,,,
37028,-6902.281676564908,18521.024979825015,13003.785242139566,-10674.536142705687,2687.177039309059,,,
37029,15021.992671449887,18249.639461587554,5455.514159648683,-23903.747544091446,9981.566249931533,,,
37030,-5004.329980450704,-10331.79161529676,-21485.722739068562,-5277.50052644531,10824.037957777578,,,
37031,-7926.729709166524,-6944.1302613263215,-13818.2737656735,-12009.37496861707,1595.5603251059779,1,35895,251.50147416528046
37032,9332.773403218038,17.8660532370086,1454.9417161757156,-13010.730787362334,10851.999122683797,1,33663,27.193224696824473
37033,-3197.1227275570163,24222.28912628765,5523.879121261172,3847.987535494769,2090.7389534866925,1,34474,23.56821196711519
37034,-6290.1321616825335,-5779.199794517688,-13300.087200573567,393.05760902668044,4957.340448903549,1,34198,479.3855824066195
37035,9528.819150446587,15442.854810973113,-21296.83463010876,-7825.524928846306,8541.944502350261,,,
37036,4624.152496924471,13195.21285068334,1811.0803909491115,-9119.144456072647,4056.488529776356,1,34135,31.139351282349253
37037,-2968.64809631318,7216.44944371836,-1725.304264549115,-8092.244091657096,6715.940553144434,1,34998,15.24282554966885
37038,-21179.147409638223,1094.320634304975,-18004.478795901236,-2813.1306877115967,8652.809196427424,1,35075,1.6130662877530995
37039,14373.768295180409,-9513.205476822639,10886.134413803098,-21852.30674669362,2900.7708014541613,,,
37040,-3461.3880680894,3848.19383600344,3254.5842134538107,-332.46825810565497,3701.336182163704,1,33207,11.981698376044278
37041,-23524.222718537672,-8095.704105853096,9494.541655375455,894.5226332440725,7082.670759888949,1,35005,39.73170046785344
37042,20596.892926170032,2030.8978962472866,1098.6990590549685,4964.90796625051,9841.711065363608,,,
37043,-20258.424700514566,5108.7929153130935,-4236.831302959505,4750.529727055746,9041.052427052653,1,34306,2.9136155851829244
37044,7510.309283082224,-2761.4969749067423,-16464.025737822096,5281.122654484392,4322.557257581316,1,33506,11.068951124077103
37045,1736.3194034470107,-12034.593176775932,3242.2012595831948,19153.234115100437,9695.31307017124,,,
37046,-6255.9984772307325,-1568.1142943854575,10114.209130762523,10299.561367610731,8513.547336955322,1,34291,53.615566605103595
37047,-8372.468216149988,3083.123989366577,3968.902875993801,3697.4148866646246,5359.01641142807,,,
37048,-13281.0412946748,12019.134725236552,19535.746280965664,-3879.996789097244,6490.393917700771,,,
37049,998.946905629804,15393.042378685088,158.98504974598472,15799.309283162373,8527.646293909287,1,34009,85.54607852952267
37050,11045.37258837615,-4298.834865436191,12171.854426904029,16193.601098114304,2946.049412756637,,,
37051,-5994.398230072427,-12004.366885917012,-15328.42068382565,-7317.297502943027,10819.294304234252,1,34722,2.731133626199153
