id_number,Ox,Oy,Dx,Dy,departure_t,value_of_time,repetition_time,watches,viewed_announces,matched,passenger,vks,detour,benefit
9001,-15329.300526070161,211.84314001546227,14671.388897981473,-17662.635504131074,11710.676063653518,0.025087513425930304,66.57223230994316,19,5,,,,,
9002,-402.8452871836562,15007.337053191972,15270.01500816612,-388.0953304131035,11278.232536777256,0.044308600930265736,58.76345750528216,21,10,,,,,
9003,-9919.336110618488,4506.477771369544,3488.6389077910753,-402.84181773983073,7061.215454149153,0.034692005064750585,51.737445539486394,24,17,,,,,
9004,-20106.024957698377,-1091.5987864558047,14835.94174653929,2777.9180783677766,9027.315019373793,0.11025431209262684,50.11812947015849,15,8,1,14259,25333.537944961896,1715.7985653467804,43.54933651030868
9005,-6639.803741183037,18417.746208795266,-672.9832842642172,23947.917422481332,3701.1428945790253,0.015517253285754606,65.17356794625412,19,14,,,,,
9006,1577.207535758047,18008.67548297441,-1611.253840402449,-19808.684246631536,1201.1119722810672,0.17239666356107577,61.98535602524613,20,23,,,,,
9007,-8480.303347329675,8548.565322835027,-190.29996929661866,17537.10030466997,10103.956437438112,0.2304397136746132,46.52469878168825,26,16,,,,,
9008,9920.733636752375,9006.959909586483,-20079.931247609045,-11171.928376915119,3649.477936311225,0.0761120066759702,61.68574090793436,20,18,,,,,
9009,19142.28508092311,15512.82136413936,8873.54232008756,-18720.75136216537,11250.872469431313,0.044654270718530543,52.72688018597773,23,7,,,,,
9010,19351.5037258461,-9447.815916526824,-13040.338105308274,17013.547843941997,6484.4441838138,0.02542242487617712,38.38742113430144,1,3,1,13799,33722.4642256678,3266.4812811253505,53.48894550679315
9011,4392.85007426111,-13136.765376381903,-23763.294976971487,6057.143861962089,1783.8864848093401,0.056213786190699326,48.89034645106499,11,5,1,13970,4625.407456539913,673.0014167057097,14.447613309868434
9012,-19899.09749746671,12481.554948250887,-20806.729069855777,8715.214175512701,9710.208118582636,0.08705471265697279,54.311124767360305,23,7,,,,,
9013,-5169.516576490485,12869.738373823668,23492.233315286598,-3789.493816089678,3128.2889487661078,0.08916639582391243,52.57055118319926,23,19,,,,,
9014,17005.767677155323,1531.8021293795318,-19330.01454492459,646.1687353789202,11610.420587942514,0.10848891840570914,64.44189744751962,4,7,1,14603,26836.561660571082,450.33110949843103,43.786892770069514
9015,15057.640128562212,695.901452229853,20419.423671477154,-8041.746778206514,5326.694379637543,0.07253576160451207,59.364667092230015,21,19,,,,,
9016,7165.309704030507,22800.654980111314,-4267.448935422952,-267.89301217476896,2584.0096797521,0.026244405808105383,54.265983542621555,1,4,1,13693,22304.806413518014,2687.953389603874,41.492759803121885
9017,-13587.12534917672,-18564.37470833283,57.283211923469935,21522.541128145436,6012.560519453915,0.10096549609555122,60.74253629055881,20,9,,,,,
9018,-17820.915294697188,-8260.667228762879,17476.861111391307,-609.2897873461807,8227.850089748135,0.06475805932988019,56.16886070780447,22,10,,,,,
9019,-4525.9224783919635,14154.402222167351,2481.68913003707,-15507.91049338473,11740.1491301421,0.2867525631646669,81.07477485663858,15,5,,,,,
9020,37.48527624531198,-14101.304014947236,-6563.622746047375,-14021.946436850707,9818.86629084544,0.16602280966897084,57.1422586608598,22,21,,,,,
9021,-1602.19148901663,5344.409750018131,-7.9200776562029205,3283.6632931693493,8478.726296333389,0.11298764616283388,73.2711039519407,17,15,,,,,
9022,-4911.346587706688,-14065.886333155047,-10302.579993389903,-1576.9515317487385,1404.2005366527467,0.07987690233206306,58.4421338219486,21,13,,,,,
9023,9183.870721013685,-22985.654232680008,15448.086670064877,14644.44896221278,6705.470813510322,0.1701872461177555,54.64514230302179,22,11,,,,,
9024,16535.546129842674,4754.279075745937,-6030.342439331242,15654.72688941026,2195.304430064712,0.10936094051490032,57.37510373044887,21,19,,,,,
9025,-22836.72636778102,-6319.462197448633,7718.47691720341,5887.14603507816,9174.436125985801,0.11238654719070493,52.14343083197213,24,7,,,,,
9026,4072.7782316742196,-6612.567428233378,11650.028237624974,19824.85810376446,10179.719958730722,0.032875274695719096,53.86093865138677,5,7,1,13831,18596.767768618487,7701.408163776909,42.798175932395395
9027,-6690.905728902646,4075.237252620751,-6558.917029406941,-3753.4984259873054,1984.0312383763562,0.12653969214721597,56.24573723554457,22,23,,,,,
9028,10059.434790365049,-13950.671409426563,-10121.175127102899,-2250.377775279856,4484.119742486346,0.07454615688472614,72.00394519417421,17,19,,,,,
9029,12037.759173826766,16322.402402748732,-13844.557495826815,4752.048580555729,7096.10719794551,0.12785598956521377,62.28949579482634,20,9,,,,,
9030,14734.085505152252,-5222.02370978599,7353.977073746017,4437.771506562949,5459.005020872997,0.11003154060428222,83.53721772616933,15,24,,,,,
9031,19563.358150229025,12575.466985251078,20301.603305349687,-5163.3144543759445,9412.44936857737,0.16244084946389442,47.28918841183555,26,17,,,,,
9032,-20236.382434891893,-1594.1945766180143,-16507.914850334888,18606.591362910083,3002.5091038969385,0.06276250120492623,49.91379220280607,25,16,,,,,
9033,-13829.24807065194,541.3320952150207,17377.981514470666,5226.578153375889,8776.00187554289,0.3276657996823145,63.342964426023464,19,18,,,,,
9034,13844.039245395681,-14343.268809701005,10654.452083650292,18166.121577634025,9858.268799217021,0.04706224294590958,62.07816690667755,20,14,,,,,
9035,-2973.839239218989,19480.069928453682,4851.157140045027,-4648.694811155969,11386.294433510071,0.13126445967061473,47.35073750399808,26,8,,,,,
9036,-3665.4840569174667,20380.8561895908,18617.358894986275,8455.682993789647,3473.7670579705386,0.058399474334507775,62.5417903697029,5,6,1,13646,12435.710790626723,2900.405883744943,29.5041750115575
9037,10741.257423693569,-615.9523206500744,-7794.678408353044,-9341.873113180432,8972.880205037585,0.037450834403991703,55.392844251141106,22,27,,,,,
9038,-20743.556311261113,-5134.862693004507,-15681.019159938825,14134.770246294807,4080.9206684426304,0.10839870073930585,68.50819143271426,18,9,,,,,
9039,5341.890428540137,-5946.15389380504,-14628.391176126986,-13769.062818929662,10052.292313955068,0.07071496530311924,56.50999825009388,4,6,1,14696,14313.627179801882,2180.75139235425,31.2415678582342
9040,7570.756866249922,4668.792217110986,-11069.901824018041,-5047.182997829463,2904.255998540443,0.040359197427732585,62.59240330441107,20,19,,,,,
9041,-18556.07682360179,-13299.794290998485,8234.692750117225,12543.118571303341,6491.444786353599,0.07785444634096672,72.41939102164619,17,16,,,,,
9042,2566.4694790958274,11793.985988459128,5647.173623310886,17481.975359781856,11383.764477115743,0.04560229990735405,57.74689982587126,21,17,,,,,
9043,-5741.475957171271,12932.711248071479,17285.018450612995,-1826.5451500148702,6855.001267434495,0.10307797213034049,69.5828647484668,18,19,,,,,
9044,-6991.399273755138,4532.714611174248,-5290.734138440013,19860.35389755111,7369.2768886172,0.05369825440798256,62.196940700778605,20,11,,,,,
9045,2817.376935962333,12651.37495841521,5406.241445048814,6274.777089532894,6308.209408929383,0.05937753194677099,60.00970063674386,20,28,,,,,
9046,13833.477396277121,1903.2044058440551,10559.400991107024,-18210.476232011337,3643.0825195416633,0.09143845105759592,92.07640237655845,14,17,,,,,
9047,10826.000410218163,21741.794636537124,5886.624058101559,-6120.399398835591,1994.0313988506846,0.10420924236309992,80.62619759889039,3,4,1,13979,18388.27405365724,1259.2630558219716,35.97130566421882
9048,8619.769182734584,1004.9235556401254,15296.34956257035,-14954.744572579759,1408.5974309357102,0.20027628941481662,56.26056879891939,22,17,,,,,
9049,9895.382964749413,-5326.355995583039,-4146.919718763536,14983.309694143325,8631.89358641105,0.2992873279696949,43.49262693598762,28,23,,,,,
9050,5021.408950039258,9090.402489458815,-24370.83286372723,-1147.34657799056,2622.111900702389,0.029007753894590715,61.082416022082214,1,2,1,13377,22764.28885017288,3181.413529516605,42.445702379689486
9051,-17271.93996643508,-5380.313008390291,21707.529652314122,-2474.570833443202,4742.875800544926,0.08522654526218124,60.75972089534852,20,14,,,,,
9052,-10443.838236328646,4079.359245222109,980.0508799581767,-2890.145381577462,7797.281031096225,0.09938517158417368,59.54383811412759,21,12,,,,,
9053,-12551.724883275661,16059.020890464482,5858.80939990182,4465.905982279677,6711.264140054546,0.01846047763786651,55.82736293083298,22,7,,,,,
9054,9573.940479671473,-1411.3964511853883,16659.752843908696,-12974.30009342745,7109.522272368887,0.06776471488181295,64.51133361064235,19,14,,,,,
9055,8951.815599612237,21121.00398113975,9471.622286553014,7159.09731478192,11788.912586441738,0.14163879889236303,50.615947028903,24,2,,,,,
9056,-13692.558151784484,-18180.797739820715,-19419.623962492857,-4953.285413810427,2834.5672313189243,0.11609985272662124,57.71373345590416,21,14,,,,,
9057,5453.799198717585,-5429.755139855963,-20924.113532931875,-5683.545167831351,5071.671143925389,0.043693702874784426,69.4177057314756,18,13,,,,,
9058,10447.3725216631,21527.914653483247,-23354.699623189135,-5406.672194198076,10274.987329618143,0.0942234091873598,58.355744875080156,21,10,,,,,
9059,5683.945643351479,12987.558766728507,-2051.813711938983,17979.28614202531,9985.46810562148,0.05825344348084062,84.30313646510668,15,25,,,,,
9060,-2099.918935200025,-8419.35825923919,3845.8722910917604,-14983.974413014028,3840.612987050702,0.0353439752468309,61.50304479325953,20,21,,,,,
9061,9800.749405394854,-5784.6516472433395,-7923.723700239698,-23040.221063507855,1444.719671345684,0.12318454987189739,54.68370519719288,22,20,,,,,
9062,-1661.0801075296004,8341.642664370025,-12471.245951627396,-20990.47304079239,11529.147102795936,0.10009429936389454,51.56631509332834,24,14,,,,,
9063,9094.192078064742,-14754.300624819876,3938.2159230750403,-5041.305395130836,2000.219707998103,0.07251324923019471,55.222562356597166,22,18,,,,,
9064,-2170.311035779181,12194.19301256822,-7485.116794716807,20444.396007671756,10756.366610419882,0.10967913225541542,60.18124255902159,20,16,,,,,
9065,15827.254551023398,-17632.877051933854,-7948.063965511399,8262.519281419103,6220.821484018716,0.039264155316710105,62.523068971291934,1,3,1,14691,6644.2386260727035,1587.3169448637782,18.847333356404725
9066,2173.1802472497293,11141.261971901316,3005.376458313036,8065.415082143656,8188.756719864672,0.04471377404327732,57.15008889018953,21,15,,,,,
9067,14252.131716363656,15150.764149117516,20806.514142973312,-8469.49292116495,8055.4239373284645,0.06571618169545432,51.30904761263292,21,12,1,13998,16480.087527195356,2383.450170042266,34.795306545856434
9068,-18623.440414148594,5512.945232006401,-7402.206762215341,21592.7011249102,5476.228020532822,0.10846731111398814,52.039434847335926,24,10,,,,,
9069,18103.235092979572,-8714.581552182482,-15418.00514107432,-795.100685550271,9965.731398006677,0.1462439328016592,68.36394124468339,10,7,1,14598,23694.3758435648,333.91906460490645,40.52829490816971
9070,21541.313612451086,11235.903877383804,-12423.881213637262,20821.719752820223,11412.000319416291,0.06167405607690425,54.707047817444085,1,1,1,13782,24307.862248586767,112.59298897158442,40.92045523755835
9071,14905.336315926681,3640.089415340568,-2969.999368967179,-10141.833424490915,1647.4645830868178,0.1203467426621285,55.54165488688926,22,19,,,,,
9072,-5876.266785962645,-15745.917428062883,-8696.737386440573,-3160.832776190924,2671.734964941068,0.03795398311433172,73.19864896698971,17,20,,,,,
9073,2748.5409777423483,-19232.551210972026,-15158.637415343235,19051.50477956228,1472.299650387291,0.05259868906453937,70.67633134657927,17,8,,,,,
9074,3517.295904986804,14567.663646762972,-22225.87700312034,8104.560758855092,5557.7782431348305,0.06239569670023266,71.61177635675597,17,19,,,,,
9075,-20339.36905096096,10831.405162557225,-21674.590115451214,12383.199516801025,2222.9246067220456,0.05830511214622346,65.04374482700057,19,10,,,,,
9076,-9944.637443448533,16164.077207563358,-12412.98656980897,-15102.19846202085,2546.992792309155,0.04005677782114646,45.30717008663934,27,18,,,,,
9077,-8844.722394372267,20032.613467155847,16329.523232785607,-14741.68332604146,8565.68487370569,0.06949750506721233,58.10394492656861,21,10,,,,,
9078,16268.733311749915,18439.53924683629,-6064.19046310036,-10268.21057230612,8448.437049735676,0.03273362413790073,50.84892186595835,7,2,1,14504,21327.644683276078,3347.3714321296466,41.175016115405725
9079,12861.621930146925,7292.971983735864,-7785.205145654738,19574.098839124126,9493.125717882262,0.1044772514881771,72.99035008063308,17,25,,,,,
9080,2960.3721285585416,19892.391466589484,4648.642652702212,-20983.195522386948,3705.0357805964613,0.06075478725164264,58.374196936467385,14,8,1,14364,25465.36286982819,4490.050229884455,46.45541309971264
9081,-22624.174259757685,-6654.729080403038,-3199.7617171428137,-23333.703372876924,4964.654192252054,0.084950374564097,57.35797892454756,12,5,1,14354,10775.392720960943,1491.862860698082,24.900883372488536
9082,10480.4842158697,825.2068769182624,4388.500038154059,3965.9166127448516,6923.033346074819,0.09111209894113638,51.35248249847246,24,21,,,,,
9083,-19232.1738384282,6474.74428283079,-15603.896696443697,3765.515178963815,2301.491342554164,0.07937760736489965,51.020476906398414,24,16,,,,,
9084,-7180.856162188877,-16126.052550325387,-2467.271986030086,-22195.867162418792,1968.240250431086,0.06009807217585977,64.19391297654025,19,13,,,,,
9085,11598.024716791377,-2787.5009429782767,-815.3334813082511,11206.260180533107,7653.509477664439,0.07643990708646653,50.61945716505934,24,14,,,,,
9086,-5537.576318156502,16386.004050743686,21200.247844844256,7146.492616070882,4135.425662732741,0.03750503452999992,66.30315818666594,3,6,1,13309,15896.571986989416,1829.2381945728594,33.088715272343414
9087,-11942.802343702968,8934.415066696754,-3332.508723921961,-24492.876653466243,8940.936143683111,0.1435327502005989,49.304485246300324,25,23,,,,,
9088,-7175.2279018833615,-6600.374022732081,-4817.78134687433,-4425.412257651649,4987.3521673574105,0.09461750252942709,59.2164843511915,21,21,,,,,
9089,8317.408532284215,-16523.24593886449,18586.02277579085,-14560.88748717086,8445.689845474142,0.08094936256181777,45.05373531799534,27,14,,,,,
9090,-18881.370298844748,-8405.771050880616,18660.116695633587,11302.822648702379,7013.792939030723,0.3680183007163841,48.9901052981979,25,14,,,,,
9091,-17755.568042918552,-14952.070951789876,12613.487108134133,14146.366693977165,5908.522615463605,0.04061290453071515,54.01248624828248,1,5,1,14737,5682.634586805732,1410.1321149773585,17.139150052674637
9092,-22757.474798924064,4891.16778398984,7974.14808434149,1693.298932483718,11887.458452532495,0.15230828313091455,84.95006124480261,15,3,,,,,
9093,21069.045756489293,11653.656030501785,2266.8619202421396,-11982.637849423905,9355.851926370979,0.12913140852734062,55.21620232364902,22,11,,,,,
9094,-10925.565548910554,-11059.581170112748,-6593.893884183373,14757.865558673751,8708.829140140213,0.05445204430924824,60.01608747825752,20,18,,,,,
9095,12181.513078313335,10240.514379055945,-3163.1199207833342,-4613.29386108325,5996.180913895844,0.1168999303740147,61.46135498045979,20,23,,,,,
