id_number,Ox,Oy,Dx,Dy,departure_t,value_of_time,repetition_time,watches,viewed_announces,matched,passenger,vks,detour,benefit
22001,-5128.232038140777,-343.4043208167386,12827.847615785904,12289.037786750596,7114.696133205077,0.14763731553258247,58.517314421820615,21,31,,,,,
22002,-8912.362904172305,9107.739405167784,-10629.595705805355,13176.473646260049,10637.034007003009,0.07837979945820647,50.8189761401233,24,31,,,,,
22003,-18461.794384498186,-10931.397666426506,10573.905906060209,7087.910593912606,8265.182545969636,0.05927391548543551,55.66353060353626,7,6,1,24787,21193.98121372426,1183.4235845851363,38.8774047983094
22004,7799.337882112544,-2305.514256496903,-13398.514358189717,1274.5426388841515,2566.8988966086936,0.10898694791534208,56.02565086483528,22,39,,,,,
22005,-17158.452232867596,-1191.2226944280774,-17702.60496475578,-9691.820785310772,6068.626908673514,0.054013526120808265,64.23872167797694,19,37,,,,,
22006,1288.2594544091844,-22130.00901966705,1125.4719267445798,16083.07931090174,4024.315406576234,0.058382826387074566,59.91092658586706,10,9,1,25605,29801.655565411806,4364.631263478259,50.666286828890065
22007,2213.010263613196,-15681.883751551573,-6509.860197049267,16476.96212779224,10628.943777202603,0.08805608159875276,61.86367644827539,20,35,,,,,
22008,-13645.402485461256,14172.856697681833,4116.1482734572055,1673.1890281173328,6348.877343760277,0.06089416870996157,55.06372507277215,11,14,1,26832,17660.391596156933,580.769236416385,33.86174124885998
22009,752.6983661147169,19428.92966904849,-16543.813978106115,-15448.904615014542,7398.144928593506,0.06957621863478441,71.23922587329372,7,12,1,25146,19779.445180954623,2765.0824096470533,39.044527590601675
22010,-2188.9993662878514,-13602.083245286294,6348.249900451981,-12316.244020729706,7363.565342955092,0.05868987646134294,63.298994695092716,19,30,,,,,
22011,1699.2307416789808,16671.385947335715,-3665.87511408556,-22176.234898852043,1488.0988192770128,0.05365591222052355,82.45752838223281,2,5,1,24668,32996.829790812,1969.9873304639186,51.466817121275916
22012,-9105.472778066003,567.741851146573,8961.915881214743,16977.99264057033,11463.459330531845,0.04591003012018988,68.31587990038555,18,18,,,,,
22013,-19830.439752388113,-14749.264069285933,1020.7612272431652,22933.99386684213,11734.81919581165,0.041425297224817643,60.12570160305533,1,1,1,24710,20984.370739797323,4150.8600818188315,41.635230821616155
22014,4583.377895305792,-12297.535839451046,6569.045678506674,22770.827425053707,7922.087885511836,0.07640851663066929,73.81853656283033,1,5,1,25185,20541.112878686396,483.37938581511844,37.52449226450152
22015,-4762.809788999712,19522.771593940408,17015.444208555105,-6125.539510838185,6888.262454831764,0.07785789398079115,50.37677751048988,24,27,,,,,
22016,-14603.678695969285,-9384.377023552388,12147.69029359267,-19766.12808453211,3519.92154072669,0.09444917562642713,51.5277350160704,15,30,1,26964,1506.0990612280148,184.7524471446884,11
22017,10781.847137738172,-843.6466580659508,-8331.454643929064,-10171.386903015833,3030.3484430887966,0.15435203608910034,72.39673757902858,17,32,,,,,
