id_number,Ox,Oy,Dx,Dy,departure_t,value_of_time,repetition_time,watches,viewed_announces,matched,passenger,vks,detour,benefit
1,-5604.800909745893,-14902.532788143586,11520.297984846642,12693.655665170474,6368.101949203074,0.14144907212011396,60.71630580362977,4,4,1,2210,21904.078587559998,81.69141228231092,38.485769999842304
2,-9055.959921033662,11490.480292217231,-21603.746893549054,-9454.359023481768,10992.360971526063,0.05087509939972201,83.7545390966778,15,19,,,,,
3,1220.9922686353566,-19863.45209527056,-2043.23459094411,20138.15545930351,4908.63355634683,0.09471674074259791,49.254776036336025,15,18,1,3839,13660.403328572043,1242.5800377945488,28.85447504954989
4,-9183.175117961557,-10716.679321569643,-7092.847373079709,-8023.026441099897,1663.8536301475922,0.12004319796559337,67.68573425741242,18,12,,,,,
5,3551.8031163983505,-15178.581806678154,3296.4300715446698,17316.706006245353,10454.187432805322,0.05755234744812888,75.03838726821145,10,18,1,3427,18523.793095105524,4204.951689923233,39.22874478502875
6,16291.288641976775,14614.009492505225,-2765.274421077578,5956.063400775547,4475.007463191216,0.09706724814058468,53.7107031688857,23,15,,,,,
7,-4846.8183090817365,689.374017289425,8447.114610055542,-6072.491786183866,1666.252100897745,0.15227455186505828,39.905402249231784,31,20,,,,,
8,15116.353802124038,-9053.228093271366,8948.837874906698,22905.332128990864,3205.6073108684586,0.1144696846045581,78.85294860609103,15,14,1,3551,24445.909398545402,1740.7142703842255,42.68662366892963
9,7227.082127425721,4259.726797705942,-8917.544555632168,10121.03947991001,2934.231734043614,0.08764097156010739,83.59694404229306,15,12,,,,,
10,-4376.222143886138,22516.71826806396,4707.778768281758,2053.297556398793,8613.47949591274,0.05556282510030776,53.04790660612477,10,4,1,2097,15469.799155014778,2747.1857034946916,33.8254772877642
11,6939.41708718309,6913.859063308675,14659.662426305076,15390.696121513844,6506.078964898985,0.12401674698998297,70.19514840580263,18,20,,,,,
12,-12774.153371250357,21413.20760216214,15935.357730096985,18673.88277498878,11661.566540671565,0.07308798372243508,81.90072104962489,15,3,,,,,
13,21747.87294257256,9047.653598455945,14751.873803979244,6367.785318953374,9877.268207441093,0.07309696267771815,81.67546556751532,15,14,,,,,
